"","species","region","FULL_CU_IN","cuid","start_spawn_025","start_spawn_10","start_spawn_mean","end_spawn_975","end_spawn_90","end_spawn_mean","n_years","n_loc","dq"
"290","Sockeye","Central Coast","SEL-19-39",578,234.738636363636,234.738636363636,234.738636363636,271.825581395349,271.825581395349,271.825581395349,43,1,1
"291","Sockeye","Central Coast","SEL-19-40",579,227.986842105263,227.986842105263,227.986842105263,271.648648648649,271.648648648649,271.648648648649,37,1,1
"292","Sockeye","Central Coast","SEL-19-41",580,259.642857142857,259.642857142857,259.642857142857,283.928571428571,283.928571428571,283.928571428571,14,1,2
"293","Sockeye","Central Coast","SEL-19-42",581,259.380952380952,259.380952380952,259.380952380952,309.222222222222,309.222222222222,309.222222222222,18,1,1
"294","Sockeye","Central Coast","SEL-19-43",582,222.5,222.5,222.5,265.658536585366,265.658536585366,265.658536585366,41,1,1
"295","Sockeye","Central Coast","SEL-19-44",583,255.5,255.5,255.5,300.666666666667,300.666666666667,300.666666666667,3,1,3
"296","Sockeye","Central Coast","SEL-19-45",584,249.083333333333,249.083333333333,249.083333333333,305.590909090909,305.590909090909,305.590909090909,22,1,2
"297","Sockeye","Central Coast","SEL-19-46",585,235.026315789474,235.026315789474,235.026315789474,284.528571428571,284.528571428571,284.528571428571,35,1,1
"298","Sockeye","Central Coast","SEL-19-47",586,209.789473684211,209.789473684211,209.789473684211,227.6875,227.6875,227.6875,16,1,1.5
"299","Sockeye","Central Coast","SEL-19-48",587,230.414634146341,230.414634146341,230.414634146341,256.972972972973,256.972972972973,256.972972972973,37,1,1
"300","Sockeye","Skeena","SEL-19-49",416,238.875,238.875,246.917647058824,285.742857142857,285.742857142857,278.811904761905,54,2,1
"301","Sockeye","Central Coast","SEL-19-50",588,229.681818181818,229.681818181818,229.681818181818,259.058823529412,259.058823529412,259.058823529412,17,1,1
"302","Sockeye","Central Coast","SEL-19-51",589,216.763157894737,216.763157894737,216.763157894737,254.555555555556,254.555555555556,254.555555555556,18,1,1
"303","Sockeye","Central Coast","SEL-19-52",590,198.875,198.875,198.875,242.75,242.75,242.75,8,1,1.5
"304","Sockeye","Central Coast","SEL-19-53",591,218.378787878788,218.378787878788,218.378787878788,259.875,259.875,259.875,32,1,1
"305","Sockeye","Skeena","SEL-19-54",417,253.102040816327,253.102040816327,253.102040816327,289.836956521739,289.836956521739,289.836956521739,46,1,1
"306","Sockeye","Central Coast","SEL-19-55",592,202.464285714286,202.464285714286,202.464285714286,240.384615384615,240.384615384615,240.384615384615,26,1,1
"307","Sockeye","Central Coast","SEL-19-56",593,258.333333333333,258.333333333333,258.333333333333,302.444444444444,302.444444444444,302.444444444444,9,1,1
"308","Sockeye","Central Coast","SEL-19-57",594,203.636363636364,203.636363636364,203.636363636364,238.545454545455,238.545454545455,238.545454545455,22,1,1.5
"309","Sockeye","Central Coast","SEL-19-58",595,212,212,212,245,245,245,14,1,2
"310","Sockeye","Central Coast","SEL-19-59",596,217.630434782609,217.630434782609,217.630434782609,254.227272727273,254.227272727273,254.227272727273,22,1,1.5
"311","Sockeye","Central Coast","SEL-19-60",597,230.166666666667,230.166666666667,230.166666666667,268.763157894737,268.763157894737,268.763157894737,38,1,1
"312","Sockeye","Central Coast","SEL-19-61",598,263,263,263,288,288,288,2,1,2
"313","Sockeye","Central Coast","SEL-19-62",599,233.114583333333,233.114583333333,233.114583333333,278.010869565217,278.010869565217,278.010869565217,46,1,1
"314","Sockeye","Central Coast","SEL-19-63",600,232.5625,232.5625,232.5625,265.5,265.5,265.5,16,1,1
"315","Sockeye","Central Coast","SEL-19-64",601,272.3,272.3,272.3,303.7,303.7,303.7,10,1,1
